Latitude,Longitude
40.487550774774775,-74.30310925113477
40.487550774774775,-74.25556761095321
40.487550774774775,-74.20802597077164
40.487550774774775,-74.16048433059008
40.487550774774775,-74.11294269040852
40.487550774774775,-74.06540105022695
40.487550774774775,-74.01785941004539
40.487550774774775,-73.97031776986383
40.487550774774775,-73.92277612968226
40.487550774774775,-73.8752344895007
40.487550774774775,-73.82769284931913
40.487550774774775,-73.78015120913757
40.487550774774775,-73.73260956895601
40.487550774774775,-73.68506792877444
40.52358681081081,-74.30310925113477
40.52358681081081,-74.25556761095321
40.52358681081081,-74.20802597077164
40.52358681081081,-74.16048433059008
40.52358681081081,-74.11294269040852
40.52358681081081,-74.06540105022695
40.52358681081081,-74.01785941004539
40.52358681081081,-73.97031776986383
40.52358681081081,-73.92277612968226
40.52358681081081,-73.8752344895007
40.52358681081081,-73.82769284931913
40.52358681081081,-73.78015120913757
40.52358681081081,-73.73260956895601
40.52358681081081,-73.68506792877444
40.55962284684685,-74.30310925113477
40.55962284684685,-74.25556761095321
40.55962284684685,-74.20802597077164
40.55962284684685,-74.16048433059008
40.55962284684685,-74.11294269040852
40.55962284684685,-74.06540105022695
40.55962284684685,-74.01785941004539
40.55962284684685,-73.97031776986383
40.55962284684685,-73.92277612968226
40.55962284684685,-73.8752344895007
40.55962284684685,-73.82769284931913
40.55962284684685,-73.78015120913757
40.55962284684685,-73.73260956895601
40.55962284684685,-73.68506792877444
40.59565888288289,-74.30310925113477
40.59565888288289,-74.25556761095321
40.59565888288289,-74.20802597077164
40.59565888288289,-74.16048433059008
40.59565888288289,-74.11294269040852
40.59565888288289,-74.06540105022695
40.59565888288289,-74.01785941004539
40.59565888288289,-73.97031776986383
40.59565888288289,-73.92277612968226
40.59565888288289,-73.8752344895007
40.59565888288289,-73.82769284931913
40.59565888288289,-73.78015120913757
40.59565888288289,-73.73260956895601
40.59565888288289,-73.68506792877444
40.631694918918924,-74.30310925113477
40.631694918918924,-74.25556761095321
40.631694918918924,-74.20802597077164
40.631694918918924,-74.16048433059008
40.631694918918924,-74.11294269040852
40.631694918918924,-74.06540105022695
40.631694918918924,-74.01785941004539
