Latitude,Longitude
40.487550774774775,-74.30310925113477
40.487550774774775,-74.26066135811551
40.487550774774775,-74.21821346509627
40.487550774774775,-74.17576557207701
40.487550774774775,-74.13331767905775
40.487550774774775,-74.0908697860385
40.487550774774775,-74.04842189301925
40.487550774774775,-74.005974
40.487550774774775,-73.96352610698074
40.487550774774775,-73.9210782139615
40.487550774774775,-73.87863032094224
40.487550774774775,-73.83618242792298
40.487550774774775,-73.79373453490372
40.487550774774775,-73.75128664188448
40.487550774774775,-73.70883874886522
40.51972580694981,-74.30310925113477
40.51972580694981,-74.26066135811551
40.51972580694981,-74.21821346509627
40.51972580694981,-74.17576557207701
40.51972580694981,-74.13331767905775
40.51972580694981,-74.0908697860385
40.51972580694981,-74.04842189301925
40.51972580694981,-74.005974
40.51972580694981,-73.96352610698074
40.51972580694981,-73.9210782139615
40.51972580694981,-73.87863032094224
40.51972580694981,-73.83618242792298
40.51972580694981,-73.79373453490372
40.51972580694981,-73.75128664188448
40.51972580694981,-73.70883874886522
40.55190083912484,-74.30310925113477
40.55190083912484,-74.26066135811551
40.55190083912484,-74.21821346509627
40.55190083912484,-74.17576557207701
40.55190083912484,-74.13331767905775
40.55190083912484,-74.0908697860385
40.55190083912484,-74.04842189301925
40.55190083912484,-74.005974
40.55190083912484,-73.96352610698074
40.55190083912484,-73.9210782139615
40.55190083912484,-73.87863032094224
40.55190083912484,-73.83618242792298
40.55190083912484,-73.79373453490372
40.55190083912484,-73.75128664188448
40.55190083912484,-73.70883874886522
40.58407587129987,-74.30310925113477
40.58407587129987,-74.26066135811551
40.58407587129987,-74.21821346509627
40.58407587129987,-74.17576557207701
40.58407587129987,-74.13331767905775
40.58407587129987,-74.0908697860385
40.58407587129987,-74.04842189301925
40.58407587129987,-74.005974
40.58407587129987,-73.96352610698074
40.58407587129987,-73.9210782139615
40.58407587129987,-73.87863032094224
40.58407587129987,-73.83618242792298
40.58407587129987,-73.79373453490372
40.58407587129987,-73.75128664188448
40.58407587129987,-73.70883874886522
40.6162509034749,-74.30310925113477
40.6162509034749,-74.26066135811551
40.6162509034749,-74.21821346509627
40.6162509034749,-74.17576557207701
40.6162509034749,-74.13331767905775
40.6162509034749,-74.0908697860385
40.6162509034749,-74.04842189301925
40.6162509034749,-74.005974
40.6162509034749,-73.96352610698074
40.6162509034749,-73.9210782139615
40.6162509034749,-73.87863032094224
40.6162509034749,-73.83618242792298
40.6162509034749,-73.79373453490372
40.6162509034749,-73.75128664188448
40.6162509034749,-73.70883874886522
40.64842593564993,-74.30310925113477
40.64842593564993,-74.26066135811551
40.64842593564993,-74.21821346509627
40.64842593564993,-74.17576557207701
40.64842593564993,-74.13331767905775
40.64842593564993,-74.0908697860385
40.64842593564993,-74.04842189301925
40.64842593564993,-74.005974
40.64842593564993,-73.96352610698074
40.64842593564993,-73.9210782139615
40.64842593564993,-73.87863032094224
40.64842593564993,-73.83618242792298
40.64842593564993,-73.79373453490372
40.64842593564993,-73.75128664188448
40.64842593564993,-73.70883874886522
40.680600967824965,-74.30310925113477
40.680600967824965,-74.26066135811551
40.680600967824965,-74.21821346509627
40.680600967824965,-74.17576557207701
40.680600967824965,-74.13331767905775
40.680600967824965,-74.0908697860385
40.680600967824965,-74.04842189301925
40.680600967824965,-74.005974
40.680600967824965,-73.96352610698074
40.680600967824965,-73.9210782139615
40.680600967824965,-73.87863032094224
40.680600967824965,-73.83618242792298
40.680600967824965,-73.79373453490372
40.680600967824965,-73.75128664188448
40.680600967824965,-73.70883874886522
40.712776,-74.30310925113477
40.712776,-74.26066135811551
40.712776,-74.21821346509627
40.712776,-74.17576557207701
40.712776,-74.13331767905775
40.712776,-74.0908697860385
40.712776,-74.04842189301925
40.712776,-74.005974
40.712776,-73.96352610698074
40.712776,-73.9210782139615
40.712776,-73.87863032094224
40.712776,-73.83618242792298
40.712776,-73.79373453490372
40.712776,-73.75128664188448
40.712776,-73.70883874886522
40.74495103217503,-74.30310925113477
40.74495103217503,-74.26066135811551
40.74495103217503,-74.21821346509627
40.74495103217503,-74.17576557207701
40.74495103217503,-74.13331767905775
40.74495103217503,-74.0908697860385
40.74495103217503,-74.04842189301925
40.74495103217503,-74.005974
40.74495103217503,-73.96352610698074
40.74495103217503,-73.9210782139615
40.74495103217503,-73.87863032094224
40.74495103217503,-73.83618242792298
40.74495103217503,-73.79373453490372
40.74495103217503,-73.75128664188448
40.74495103217503,-73.70883874886522
40.777126064350064,-74.30310925113477
40.777126064350064,-74.26066135811551
40.777126064350064,-74.21821346509627
40.777126064350064,-74.17576557207701
40.777126064350064,-74.13331767905775
40.777126064350064,-74.0908697860385
40.777126064350064,-74.04842189301925
40.777126064350064,-74.005974
40.777126064350064,-73.96352610698074
40.777126064350064,-73.9210782139615
40.777126064350064,-73.87863032094224
40.777126064350064,-73.83618242792298
40.777126064350064,-73.79373453490372
40.777126064350064,-73.75128664188448
40.777126064350064,-73.70883874886522
40.8093010965251,-74.30310925113477
40.8093010965251,-74.26066135811551
40.8093010965251,-74.21821346509627
40.8093010965251,-74.17576557207701
40.8093010965251,-74.13331767905775
40.8093010965251,-74.0908697860385
40.8093010965251,-74.04842189301925
40.8093010965251,-74.005974
40.8093010965251,-73.96352610698074
40.8093010965251,-73.9210782139615
40.8093010965251,-73.87863032094224
40.8093010965251,-73.83618242792298
40.8093010965251,-73.79373453490372
40.8093010965251,-73.75128664188448
40.8093010965251,-73.70883874886522
40.84147612870012,-74.30310925113477
40.84147612870012,-74.26066135811551
40.84147612870012,-74.21821346509627
40.84147612870012,-74.17576557207701
40.84147612870012,-74.13331767905775
40.84147612870012,-74.0908697860385
40.84147612870012,-74.04842189301925
40.84147612870012,-74.005974
40.84147612870012,-73.96352610698074
40.84147612870012,-73.9210782139615
40.84147612870012,-73.87863032094224
40.84147612870012,-73.83618242792298
40.84147612870012,-73.79373453490372
40.84147612870012,-73.75128664188448
40.84147612870012,-73.70883874886522
40.873651160875156,-74.30310925113477
40.873651160875156,-74.26066135811551
40.873651160875156,-74.21821346509627
40.873651160875156,-74.17576557207701
40.873651160875156,-74.13331767905775
40.873651160875156,-74.0908697860385
40.873651160875156,-74.04842189301925
40.873651160875156,-74.005974
40.873651160875156,-73.96352610698074
40.873651160875156,-73.9210782139615
40.873651160875156,-73.87863032094224
40.873651160875156,-73.83618242792298
40.873651160875156,-73.79373453490372
40.873651160875156,-73.75128664188448
40.873651160875156,-73.70883874886522
40.90582619305019,-74.30310925113477
40.90582619305019,-74.26066135811551
40.90582619305019,-74.21821346509627
40.90582619305019,-74.17576557207701
40.90582619305019,-74.13331767905775
40.90582619305019,-74.0908697860385
40.90582619305019,-74.04842189301925
40.90582619305019,-74.005974
40.90582619305019,-73.96352610698074
40.90582619305019,-73.9210782139615
40.90582619305019,-73.87863032094224
40.90582619305019,-73.83618242792298
40.90582619305019,-73.79373453490372
40.90582619305019,-73.75128664188448
40.90582619305019,-73.70883874886522
40.93800122522522,-74.30310925113477
40.93800122522522,-74.26066135811551
40.93800122522522,-74.21821346509627
40.93800122522522,-74.17576557207701
40.93800122522522,-74.13331767905775
40.93800122522522,-74.0908697860385
40.93800122522522,-74.04842189301925
40.93800122522522,-74.005974
40.93800122522522,-73.96352610698074
40.93800122522522,-73.9210782139615
40.93800122522522,-73.87863032094224
40.93800122522522,-73.83618242792298
40.93800122522522,-73.79373453490372
40.93800122522522,-73.75128664188448
40.93800122522522,-73.70883874886522
